Country Name,Country Code,Year,Import_Dependency_Pct
Europe & Central Asia,ECS,1994,13.5
Europe & Central Asia (IDA & IBRD countries),TEC,1994,-14.7
Europe & Central Asia (excluding high income),ECA,1994,26.2
European Union,EUU,1994,53.2
Finland,FIN,1994,67.0
Fragile and conflict affected situations,FCS,1994,-38.5
France,FRA,1994,48.4
Gabon,GAB,1994,-1393.1
Georgia,GEO,1994,81.1
Germany,DEU,1994,58.1
Ghana,GHA,1994,18.5
Greece,GRC,1994,69.4
Guatemala,GTM,1994,33.7
Heavily indebted poor countries (HIPC),HPC,1994,-7.6
High income,HIC,1994,9.6
Honduras,HND,1994,39.3
"Hong Kong SAR, China",HKG,1994,137.0
Hungary,HUN,1994,47.1
IBRD only,IBD,1994,-18.4
IDA & IBRD total,IBT,1994,-19.6
IDA blend,IDB,1994,-53.5
IDA only,IDX,1994,-12.3
IDA total,IDA,1994,-33.9
India,IND,1994,14.0
Indonesia,IDN,1994,-85.7
"Iran, Islamic Rep.",IRN,1994,-138.0
Iraq,IRQ,1994,-17.7
Ireland,IRL,1994,67.4
Israel,ISR,1994,91.9
Italy,ITA,1994,83.1
Jamaica,JAM,1994,97.8
Japan,JPN,1994,84.8
Kazakhstan,KAZ,1994,-21.8
Kenya,KEN,1994,21.4
"Korea, Dem. People's Rep.",PRK,1994,8.7
"Korea, Rep.",KOR,1994,92.4
Kuwait,KWT,1994,-687.6
Kyrgyz Republic,KGZ,1994,48.0
Late-demographic dividend,LTE,1994,-22.4
Latin America & Caribbean,LCN,1994,-10.9
Latin America & Caribbean (excluding high income),LAC,1994,-15.0
Latin America & the Caribbean (IDA & IBRD countries),TLA,1994,-11.7
Latvia,LVA,1994,76.8
Least developed countries: UN classification,LDC,1994,-27.3
Libya,LBY,1994,-464.5
Lithuania,LTU,1994,66.0
Low & middle income,LMY,1994,-15.8
Low income,LIC,1994,-40.0
Lower middle income,LMC,1994,-8.4
Luxembourg,LUX,1994,103.4
Madagascar,MDG,1994,16.3
Malaysia,MYS,1994,-78.0
Mexico,MEX,1994,-48.4
"Middle East, North Africa, Afghanistan & Pakistan",MEA,1994,-211.1
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,1994,-110.4
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,1994,-110.4
Middle income,MIC,1994,-15.2
Morocco,MAR,1994,87.5
Mozambique,MOZ,1994,6.4
Myanmar,MMR,1994,3.3
Namibia,NAM,1994,74.8
Nepal,NPL,1994,8.5
Netherlands,NLD,1994,26.4
New Zealand,NZL,1994,18.7
Nicaragua,NIC,1994,31.4
Nigeria,NGA,1994,-314.3
North America,NAC,1994,15.1
North Macedonia,MKD,1994,35.0
Norway,NOR,1994,-633.7
OECD members,OED,1994,27.0
Oman,OMN,1994,-663.4
Pakistan,PAK,1994,24.8
Panama,PAN,1994,178.0
Paraguay,PRY,1994,-48.7
Peru,PER,1994,4.3
Philippines,PHL,1994,49.7
Poland,POL,1994,0.1
Portugal,PRT,1994,85.7
Post-demographic dividend,PST,1994,31.5
Pre-demographic dividend,PRE,1994,-90.1
Qatar,QAT,1994,-261.5
Romania,ROU,1994,25.9
Russian Federation,RUS,1994,-47.8
Rwanda,RWA,1994,3.1
Saudi Arabia,SAU,1994,-444.9
Senegal,SEN,1994,59.7
Serbia,SRB,1994,9.6
Singapore,SGP,1994,161.6
Slovak Republic,SVK,1994,68.1
Slovenia,SVN,1994,49.2
Small states,SST,1994,-139.3
South Africa,ZAF,1994,-27.2
South Asia,SAS,1994,14.3
South Asia (IDA & IBRD),TSA,1994,14.3
Spain,ESP,1994,71.9
Sri Lanka,LKA,1994,36.3
Sub-Saharan Africa,SSF,1994,-64.8
Sub-Saharan Africa (IDA & IBRD countries),TSS,1994,-64.8
Sub-Saharan Africa (excluding high income),SSA,1994,-70.9
Sweden,SWE,1994,41.3
Switzerland,CHE,1994,56.7
Syrian Arab Republic,SYR,1994,-162.6
Tajikistan,TJK,1994,38.4
Tanzania,TZA,1994,7.1
Thailand,THA,1994,49.3
Trinidad and Tobago,TTO,1994,-99.5
Tunisia,TUN,1994,4.4
Turkiye,TUR,1994,56.2
Turkmenistan,TKM,1994,-145.2
Uganda,UGA,1994,3.0
Ukraine,UKR,1994,45.5
United Arab Emirates,ARE,1994,-360.3
United Kingdom,GBR,1994,-14.5
United States,USA,1994,22.0
Upper middle income,UMC,1994,-17.2
Uruguay,URY,1994,63.8
Uzbekistan,UZB,1994,0.2
Viet Nam,VNM,1994,-17.5
World,WLD,1994,0.8
"Yemen, Rep.",YEM,1994,-454.9
Zambia,ZMB,1994,7.6
Zimbabwe,ZWE,1994,14.1
Africa Eastern and Southern,AFE,1995,-23.4
Africa Western and Central,AFW,1995,-231.2
Albania,ALB,1995,6.6
Algeria,DZA,1995,-338.1
Angola,AGO,1995,-461.6
Arab World,ARB,1995,-294.5
Argentina,ARG,1995,-23.3
Australia,AUS,1995,-96.5
Austria,AUT,1995,67.7
Azerbaijan,AZE,1995,-15.2
Bahrain,BHR,1995,-129.2
Belarus,BLR,1995,87.1
Belgium,BEL,1995,88.1
Benin,BEN,1995,1.0
Bolivia,BOL,1995,-55.2
Bosnia and Herzegovina,BIH,1995,47.9
Brazil,BRA,1995,29.9
Brunei Darussalam,BRN,1995,-703.4
Bulgaria,BGR,1995,58.8
Cameroon,CMR,1995,-76.6
Canada,CAN,1995,-51.1
Caribbean small states,CSS,1995,-103.8
Central Europe and the Baltics,CEB,1995,27.1
Chile,CHL,1995,59.1
China,CHN,1995,-1.2
Colombia,COL,1995,-106.7
"Congo, Dem. Rep.",COD,1995,-5.4
"Congo, Rep.",COG,1995,-1148.3
Costa Rica,CRI,1995,70.0
Cote d'Ivoire,CIV,1995,20.9
Croatia,HRV,1995,36.0
Curacao,CUW,1995,240.6
Czechia,CZE,1995,20.6
Denmark,DNK,1995,37.5
Early-demographic dividend,EAR,1995,-60.3
East Asia & Pacific,EAS,1995,21.6
East Asia & Pacific (IDA & IBRD countries),TEA,1995,-5.9
East Asia & Pacific (excluding high income),EAP,1995,-5.7
Ecuador,ECU,1995,-177.3
"Egypt, Arab Rep.",EGY,1995,-60.1
El Salvador,SLV,1995,49.3
Equatorial Guinea,GNQ,1995,-72.0
Eritrea,ERI,1995,40.6
Estonia,EST,1995,33.6
Ethiopia,ETH,1995,4.6
Euro area,EMU,1995,62.0
Europe & Central Asia,ECS,1995,14.3
Europe & Central Asia (IDA & IBRD countries),TEC,1995,-13.8
Europe & Central Asia (excluding high income),ECA,1995,29.2
European Union,EUU,1995,54.0
Finland,FIN,1995,54.4
Fragile and conflict affected situations,FCS,1995,-37.4
France,FRA,1995,48.7
Gabon,GAB,1995,-1355.4
Georgia,GEO,1995,69.2
Germany,DEU,1995,58.1
Ghana,GHA,1995,17.8
Greece,GRC,1995,79.4
Guatemala,GTM,1995,32.7
Heavily indebted poor countries (HIPC),HPC,1995,-6.4
High income,HIC,1995,9.2
Honduras,HND,1995,43.0
"Hong Kong SAR, China",HKG,1995,144.1
Hungary,HUN,1995,48.1
IBRD only,IBD,1995,-17.4
IDA & IBRD total,IBT,1995,-18.9
IDA blend,IDB,1995,-58.0
IDA only,IDX,1995,-14.5
IDA total,IDA,1995,-37.7
India,IND,1995,15.4
Indonesia,IDN,1995,-72.8
"Iran, Islamic Rep.",IRN,1995,-133.6
Iraq,IRQ,1995,-19.8
Ireland,IRL,1995,72.6
Israel,ISR,1995,102.3
Italy,ITA,1995,84.3
Jamaica,JAM,1995,94.4
Japan,JPN,1995,82.9
Kazakhstan,KAZ,1995,-21.7
Kenya,KEN,1995,18.9
"Korea, Dem. People's Rep.",PRK,1995,8.9
"Korea, Rep.",KOR,1995,90.7
Kuwait,KWT,1995,-674.5
Kyrgyz Republic,KGZ,1995,52.7
Late-demographic dividend,LTE,1995,-21.7
Latin America & Caribbean,LCN,1995,-12.5
Latin America & Caribbean (excluding high income),LAC,1995,-17.1
Latin America & the Caribbean (IDA & IBRD countries),TLA,1995,-13.3
Latvia,LVA,1995,73.1
Least developed countries: UN classification,LDC,1995,-34.5
Libya,LBY,1995,-449.4
Lithuania,LTU,1995,63.9
Low & middle income,LMY,1995,-15.2
Low income,LIC,1995,-40.2
Lower middle income,LMC,1995,-8.2
Luxembourg,LUX,1995,103.6
Madagascar,MDG,1995,13.1
Malaysia,MYS,1995,-83.4
Mexico,MEX,1995,-52.2
"Middle East, North Africa, Afghanistan & Pakistan",MEA,1995,-207.8
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,1995,-109.3
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,1995,-109.3
Middle income,MIC,1995,-14.5
Moldova,MDA,1995,99.5
Mongolia,MNG,1995,18.0
Morocco,MAR,1995,88.3
Mozambique,MOZ,1995,6.3
Myanmar,MMR,1995,5.6
Namibia,NAM,1995,71.0
Nepal,NPL,1995,9.1
Netherlands,NLD,1995,24.4
New Zealand,NZL,1995,20.3
Nicaragua,NIC,1995,38.6
Nigeria,NGA,1995,-318.8
North America,NAC,1995,13.6
North Macedonia,MKD,1995,41.8
Norway,NOR,1995,-680.5
OECD members,OED,1995,26.2
Oman,OMN,1995,-693.1
Pakistan,PAK,1995,24.4
Panama,PAN,1995,172.6
Paraguay,PRY,1995,-55.4
Peru,PER,1995,16.6
Philippines,PHL,1995,55.4
Poland,POL,1995,-0.2
Portugal,PRT,1995,90.0
Post-demographic dividend,PST,1995,30.7
Pre-demographic dividend,PRE,1995,-92.7
Qatar,QAT,1995,-251.8
Romania,ROU,1995,31.0
Russian Federation,RUS,1995,-49.5
Rwanda,RWA,1995,2.7
Saudi Arabia,SAU,1995,-448.5
Senegal,SEN,1995,49.7
Serbia,SRB,1995,10.5
Singapore,SGP,1995,171.9
Slovak Republic,SVK,1995,68.9
Slovenia,SVN,1995,50.9
Small states,SST,1995,-145.3
South Africa,ZAF,1995,-26.3
South Asia,SAS,1995,15.7
South Asia (IDA & IBRD),TSA,1995,15.7
Spain,ESP,1995,75.5
Sri Lanka,LKA,1995,40.2
Sub-Saharan Africa,SSF,1995,-64.6
Sub-Saharan Africa (IDA & IBRD countries),TSS,1995,-64.6
Sub-Saharan Africa (excluding high income),SSA,1995,-70.7
Sweden,SWE,1995,38.6
Switzerland,CHE,1995,57.4
Syrian Arab Republic,SYR,1995,-161.4
Tajikistan,TJK,1995,40.5
Tanzania,TZA,1995,9.5
Thailand,THA,1995,51.6
Trinidad and Tobago,TTO,1995,-103.8
Tunisia,TUN,1995,2.1
Turkiye,TUR,1995,59.7
Turkmenistan,TKM,1995,-138.3
Uganda,UGA,1995,3.8
Ukraine,UKR,1995,50.2
United Arab Emirates,ARE,1995,-345.7
United Kingdom,GBR,1995,-17.5
United States,USA,1995,21.0
Upper middle income,UMC,1995,-16.4
Uruguay,URY,1995,79.4
Uzbekistan,UZB,1995,-9.3
Viet Nam,VNM,1995,-21.5
World,WLD,1995,0.7
"Yemen, Rep.",YEM,1995,-400.2
Zambia,ZMB,1995,8.2
Zimbabwe,ZWE,1995,16.7
Africa Eastern and Southern,AFE,1996,-23.2
Africa Western and Central,AFW,1996,-237.1
Albania,ALB,1996,6.3
Algeria,DZA,1996,-377.4
Angola,AGO,1996,-493.9
Arab World,ARB,1996,-281.3
Argentina,ARG,1996,-28.3
Australia,AUS,1996,-91.1
Austria,AUT,1996,70.9
Azerbaijan,AZE,1996,-21.1
Bahrain,BHR,1996,-126.6
Belarus,BLR,1996,83.4
Belgium,BEL,1996,88.3
Benin,BEN,1996,11.5
Bolivia,BOL,1996,-42.7
Bosnia and Herzegovina,BIH,1996,38.7
Brazil,BRA,1996,32.0
Brunei Darussalam,BRN,1996,-679.1
Bulgaria,BGR,1996,57.4
Cameroon,CMR,1996,-77.3
Canada,CAN,1996,-50.4
Caribbean small states,CSS,1996,-69.8
Central Europe and the Baltics,CEB,1996,29.8
Chile,CHL,1996,64.2
China,CHN,1996,-1.1
Colombia,COL,1996,-125.5
"Congo, Dem. Rep.",COD,1996,-5.3
"Congo, Rep.",COG,1996,-1365.0
Costa Rica,CRI,1996,66.8
Cote d'Ivoire,CIV,1996,14.1
Croatia,HRV,1996,41.5
Curacao,CUW,1996,237.6
Cyprus,CYP,1996,116.4
Czechia,CZE,1996,24.2
Denmark,DNK,1996,24.3
Early-demographic dividend,EAR,1996,-67.3
East Asia & Pacific,EAS,1996,21.9
East Asia & Pacific (IDA & IBRD countries),TEA,1996,-5.8
East Asia & Pacific (excluding high income),EAP,1996,-5.6
Ecuador,ECU,1996,-160.4
"Egypt, Arab Rep.",EGY,1996,-46.3
El Salvador,SLV,1996,45.6
Equatorial Guinea,GNQ,1996,-405.5
Eritrea,ERI,1996,42.5
Estonia,EST,1996,30.9
Ethiopia,ETH,1996,4.8
Euro area,EMU,1996,62.3
Europe & Central Asia,ECS,1996,13.7
Europe & Central Asia (IDA & IBRD countries),TEC,1996,-15.8
Europe & Central Asia (excluding high income),ECA,1996,27.7
European Union,EUU,1996,54.6
Finland,FIN,1996,55.9
Fragile and conflict affected situations,FCS,1996,-82.3
France,FRA,1996,49.2
Gabon,GAB,1996,-1310.9
Georgia,GEO,1996,61.0
Germany,DEU,1996,60.0
Ghana,GHA,1996,20.0
Greece,GRC,1996,79.3
Guatemala,GTM,1996,26.8
Heavily indebted poor countries (HIPC),HPC,1996,-6.6
High income,HIC,1996,10.0
Honduras,HND,1996,42.3
"Hong Kong SAR, China",HKG,1996,148.2
Hungary,HUN,1996,51.6
IBRD only,IBD,1996,-21.8
IDA & IBRD total,IBT,1996,-23.1
IDA blend,IDB,1996,-61.9
IDA only,IDX,1996,-12.7
IDA total,IDA,1996,-39.1
India,IND,1996,17.0
Indonesia,IDN,1996,-73.7
"Iran, Islamic Rep.",IRN,1996,-139.6
Iraq,IRQ,1996,-24.9
Ireland,IRL,1996,74.1
Israel,ISR,1996,93.9
Italy,ITA,1996,84.1
Jamaica,JAM,1996,90.3
Japan,JPN,1996,82.6
Jordan,JOR,1996,102.3
Kazakhstan,KAZ,1996,-39.9
Kenya,KEN,1996,18.0
"Korea, Dem. People's Rep.",PRK,1996,7.7
"Korea, Rep.",KOR,1996,92.7
Kuwait,KWT,1996,-689.2
Kyrgyz Republic,KGZ,1996,57.0
Late-demographic dividend,LTE,1996,-21.9
Latin America & Caribbean,LCN,1996,-43.0
Latin America & Caribbean (excluding high income),LAC,1996,-18.7
Latin America & the Caribbean (IDA & IBRD countries),TLA,1996,-43.8
Latvia,LVA,1996,76.4
Least developed countries: UN classification,LDC,1996,-35.8
Libya,LBY,1996,-428.5
Lithuania,LTU,1996,53.0
Low & middle income,LMY,1996,-15.6
Low income,LIC,1996,-40.3
Lower middle income,LMC,1996,-7.2
Luxembourg,LUX,1996,105.8
Madagascar,MDG,1996,14.1
Malaysia,MYS,1996,-81.8
Mexico,MEX,1996,-55.9
"Middle East, North Africa, Afghanistan & Pakistan",MEA,1996,-202.5
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,1996,-106.7
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,1996,-106.7
Middle income,MIC,1996,-15.0
Moldova,MDA,1996,94.6
Mongolia,MNG,1996,19.5
Morocco,MAR,1996,84.6
Mozambique,MOZ,1996,6.0
Myanmar,MMR,1996,5.7
Namibia,NAM,1996,75.8
Nepal,NPL,1996,9.3
Netherlands,NLD,1996,20.8
New Zealand,NZL,1996,18.0
Nicaragua,NIC,1996,40.8
Nigeria,NGA,1996,-328.6
North America,NAC,1996,14.7
North Macedonia,MKD,1996,44.0
Norway,NOR,1996,-799.9
OECD members,OED,1996,26.6
Oman,OMN,1996,-699.9
Other small states,OSS,1996,-113.0
Pakistan,PAK,1996,25.9
Panama,PAN,1996,172.3
Paraguay,PRY,1996,-61.0
Peru,PER,1996,15.6
Philippines,PHL,1996,55.9
Poland,POL,1996,5.4
Portugal,PRT,1996,84.8
Post-demographic dividend,PST,1996,31.2
Pre-demographic dividend,PRE,1996,-100.8
Qatar,QAT,1996,-261.2
Romania,ROU,1996,31.1
Russian Federation,RUS,1996,-53.0
Rwanda,RWA,1996,2.6
Saudi Arabia,SAU,1996,-418.3
Senegal,SEN,1996,53.7
Serbia,SRB,1996,25.0
Singapore,SGP,1996,182.1
Slovak Republic,SVK,1996,73.2
Slovenia,SVN,1996,55.4
Small states,SST,1996,-94.7
South Africa,ZAF,1996,-24.1
South Asia,SAS,1996,17.3
South Asia (IDA & IBRD),TSA,1996,17.3
Spain,ESP,1996,75.3
Sri Lanka,LKA,1996,41.5
Sub-Saharan Africa,SSF,1996,-66.9
Sub-Saharan Africa (IDA & IBRD countries),TSS,1996,-66.9
Sub-Saharan Africa (excluding high income),SSA,1996,-73.2
Sweden,SWE,1996,41.4
Switzerland,CHE,1996,61.4
Syrian Arab Republic,SYR,1996,-147.8
Tajikistan,TJK,1996,37.5
Tanzania,TZA,1996,8.8
Thailand,THA,1996,52.7
Trinidad and Tobago,TTO,1996,-69.8
Tunisia,TUN,1996,-0.5
Turkiye,TUR,1996,60.9
Turkmenistan,TKM,1996,-172.8
Uganda,UGA,1996,3.9
Ukraine,UKR,1996,51.1
United Arab Emirates,ARE,1996,-332.9
United Kingdom,GBR,1996,-15.4
United States,USA,1996,22.1
Upper middle income,UMC,1996,-17.3
Uruguay,URY,1996,74.0
Uzbekistan,UZB,1996,-11.1
"Venezuela, RB",VEN,1996,-322.4
Viet Nam,VNM,1996,-23.8
World,WLD,1996,-0.8
"Yemen, Rep.",YEM,1996,-395.2
Zambia,ZMB,1996,8.8
Zimbabwe,ZWE,1996,17.4
Africa Eastern and Southern,AFE,1997,-25.1
Africa Western and Central,AFW,1997,-246.2
Albania,ALB,1997,8.7
Algeria,DZA,1997,-403.7
Angola,AGO,1997,-515.6
Arab World,ARB,1997,-286.6
Argentina,ARG,1997,-31.3
Armenia,ARM,1997,71.5
Australia,AUS,1997,-100.7
Austria,AUT,1997,68.8
Azerbaijan,AZE,1997,-23.1
Bahrain,BHR,1997,-118.8
Belarus,BLR,1997,88.3
Belgium,BEL,1997,86.9
Benin,BEN,1997,16.3
Bolivia,BOL,1997,-27.7
Bosnia and Herzegovina,BIH,1997,21.8
Brazil,BRA,1997,31.1
Brunei Darussalam,BRN,1997,-635.3
Bulgaria,BGR,1997,51.7
Cameroon,CMR,1997,-82.9
Canada,CAN,1997,-50.5
Caribbean small states,CSS,1997,-65.8
Central Europe and the Baltics,CEB,1997,29.7
Chile,CHL,1997,64.6
China,CHN,1997,0.6
Colombia,COL,1997,-139.3
"Congo, Dem. Rep.",COD,1997,-5.1
"Congo, Rep.",COG,1997,-1633.9
Costa Rica,CRI,1997,65.0
Cote d'Ivoire,CIV,1997,11.1
Croatia,HRV,1997,43.9
Curacao,CUW,1997,176.3
Czechia,CZE,1997,24.1
Denmark,DNK,1997,17.4
Early-demographic dividend,EAR,1997,-54.6
East Asia & Pacific,EAS,1997,22.9
East Asia & Pacific (IDA & IBRD countries),TEA,1997,-4.2
East Asia & Pacific (excluding high income),EAP,1997,-4.0
Ecuador,ECU,1997,-144.8
"Egypt, Arab Rep.",EGY,1997,-38.2
El Salvador,SLV,1997,48.7
Equatorial Guinea,GNQ,1997,-1423.0
Eritrea,ERI,1997,33.0
Estonia,EST,1997,31.0
Eswatini,SWZ,1997,15.4
Ethiopia,ETH,1997,4.5
Euro area,EMU,1997,63.5
Europe & Central Asia,ECS,1997,13.8
Europe & Central Asia (IDA & IBRD countries),TEC,1997,-17.0
Europe & Central Asia (excluding high income),ECA,1997,28.2
European Union,EUU,1997,55.6
Finland,FIN,1997,57.2
Fragile and conflict affected situations,FCS,1997,-59.2
France,FRA,1997,49.9
Gabon,GAB,1997,-1309.5
Georgia,GEO,1997,61.0
Germany,DEU,1997,60.8
Ghana,GHA,1997,21.7
Greece,GRC,1997,78.0
Guatemala,GTM,1997,23.2
Heavily indebted poor countries (HIPC),HPC,1997,-7.6
High income,HIC,1997,10.6
Honduras,HND,1997,39.7
"Hong Kong SAR, China",HKG,1997,150.5
Hungary,HUN,1997,51.6
IBRD only,IBD,1997,-18.0
IDA & IBRD total,IBT,1997,-19.8
IDA blend,IDB,1997,-66.0
IDA only,IDX,1997,-12.3
IDA total,IDA,1997,-41.0
India,IND,1997,17.9
Indonesia,IDN,1997,-70.6
"Iran, Islamic Rep.",IRN,1997,-116.4
Iraq,IRQ,1997,-103.5
Ireland,IRL,1997,80.2
Israel,ISR,1997,100.1
Italy,ITA,1997,82.9
Jamaica,JAM,1997,95.7
Japan,JPN,1997,81.8
Jordan,JOR,1997,98.5
Kazakhstan,KAZ,1997,-65.4
Kenya,KEN,1997,21.2
"Korea, Dem. People's Rep.",PRK,1997,5.8
"Korea, Rep.",KOR,1997,93.4
Kuwait,KWT,1997,-679.8
Kyrgyz Republic,KGZ,1997,48.0
Late-demographic dividend,LTE,1997,-22.2
Latin America & Caribbean,LCN,1997,-13.4
Latin America & Caribbean (excluding high income),LAC,1997,-19.4
Latin America & the Caribbean (IDA & IBRD countries),TLA,1997,-14.3
Latvia,LVA,1997,61.6
Least developed countries: UN classification,LDC,1997,-36.5
Libya,LBY,1997,-427.4
Lithuania,LTU,1997,55.5
Low & middle income,LMY,1997,-16.0
Low income,LIC,1997,-40.6
Lower middle income,LMC,1997,-7.0
Luxembourg,LUX,1997,106.4
Madagascar,MDG,1997,15.0
Malaysia,MYS,1997,-64.2
Mexico,MEX,1997,-56.5
"Middle East, North Africa, Afghanistan & Pakistan",MEA,1997,-199.6
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,1997,-107.5
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,1997,-107.5
Middle income,MIC,1997,-15.4
Moldova,MDA,1997,100.5
Mongolia,MNG,1997,20.5
Morocco,MAR,1997,89.3
Mozambique,MOZ,1997,6.3
Myanmar,MMR,1997,7.8
Namibia,NAM,1997,77.5
Nepal,NPL,1997,10.5
Netherlands,NLD,1997,31.2
New Zealand,NZL,1997,16.1
Nicaragua,NIC,1997,40.6
Nigeria,NGA,1997,-333.4
North America,NAC,1997,16.2
North Macedonia,MKD,1997,41.8
Norway,NOR,1997,-779.5
OECD members,OED,1997,27.2
Oman,OMN,1997,-664.8
Pakistan,PAK,1997,27.4
Panama,PAN,1997,184.8
Paraguay,PRY,1997,-61.2
Peru,PER,1997,21.7
Philippines,PHL,1997,58.0
Poland,POL,1997,6.6
Portugal,PRT,1997,88.2
Post-demographic dividend,PST,1997,31.8
Pre-demographic dividend,PRE,1997,-122.8
Qatar,QAT,1997,-286.2
Romania,ROU,1997,32.7
Russian Federation,RUS,1997,-56.4
Rwanda,RWA,1997,2.3
Saudi Arabia,SAU,1997,-433.4
Senegal,SEN,1997,54.0
Serbia,SRB,1997,27.1
Singapore,SGP,1997,191.3
Slovak Republic,SVK,1997,73.0
Slovenia,SVN,1997,55.4
Small states,SST,1997,-108.1
South Africa,ZAF,1997,-27.3
South Asia,SAS,1997,18.2
South Asia (IDA & IBRD),TSA,1997,18.2
Spain,ESP,1997,76.9
Sri Lanka,LKA,1997,42.0
Sub-Saharan Africa,SSF,1997,-71.1
Sub-Saharan Africa (IDA & IBRD countries),TSS,1997,-71.1
Sub-Saharan Africa (excluding high income),SSA,1997,-77.7
Sweden,SWE,1997,39.5
Switzerland,CHE,1997,59.7
Syrian Arab Republic,SYR,1997,-136.7
Tajikistan,TJK,1997,42.1
Tanzania,TZA,1997,8.4
Thailand,THA,1997,48.6
Trinidad and Tobago,TTO,1997,-65.8
Tunisia,TUN,1997,0.6
Turkiye,TUR,1997,60.7
Turkmenistan,TKM,1997,-63.1
Uganda,UGA,1997,3.8
Ukraine,UKR,1997,48.1
United Arab Emirates,ARE,1997,-333.1
United Kingdom,GBR,1997,-16.2
United States,USA,1997,23.7
Upper middle income,UMC,1997,-18.0
Uruguay,URY,1997,73.2
Uzbekistan,UZB,1997,-15.4
Viet Nam,VNM,1997,-24.6
World,WLD,1997,1.2
"Yemen, Rep.",YEM,1997,-388.0
Zambia,ZMB,1997,6.6
Zimbabwe,ZWE,1997,18.6
Africa Eastern and Southern,AFE,1998,-26.1
Africa Western and Central,AFW,1998,-226.8
Albania,ALB,1998,16.3
Algeria,DZA,1998,-407.9
Angola,AGO,1998,-547.8
Arab World,ARB,1998,-301.1
Argentina,ARG,1998,-30.2
Armenia,ARM,1998,71.6
Australia,AUS,1998,-107.4
Austria,AUT,1998,71.7
Azerbaijan,AZE,1998,-33.6
Bahrain,BHR,1998,-114.7
Belarus,BLR,1998,86.2
Belgium,BEL,1998,90.2
Benin,BEN,1998,17.0
Bolivia,BOL,1998,-26.2
Bosnia and Herzegovina,BIH,1998,24.3
Brazil,BRA,1998,28.4
Brunei Darussalam,BRN,1998,-628.2
Bulgaria,BGR,1998,50.5
Cameroon,CMR,1998,-86.7
Canada,CAN,1998,-52.1
Caribbean small states,CSS,1998,-69.1
Central Europe and the Baltics,CEB,1998,30.5
Chile,CHL,1998,69.5
China,CHN,1998,0.3
Colombia,COL,1998,-157.2
"Congo, Dem. Rep.",COD,1998,-4.6
"Congo, Rep.",COG,1998,-1777.7
Costa Rica,CRI,1998,72.5
Cote d'Ivoire,CIV,1998,11.3
Croatia,HRV,1998,46.6
Curacao,CUW,1998,169.2
Czechia,CZE,1998,25.1
Denmark,DNK,1998,6.2
Early-demographic dividend,EAR,1998,-63.1
East Asia & Pacific,EAS,1998,20.7
East Asia & Pacific (IDA & IBRD countries),TEA,1998,-5.4
East Asia & Pacific (excluding high income),EAP,1998,-5.3
Ecuador,ECU,1998,-137.9
"Egypt, Arab Rep.",EGY,1998,-30.3
El Salvador,SLV,1998,51.4
Equatorial Guinea,GNQ,1998,-1983.9
Estonia,EST,1998,38.4
Eswatini,SWZ,1998,16.8
Euro area,EMU,1998,65.6
Europe & Central Asia,ECS,1998,14.7
Europe & Central Asia (IDA & IBRD countries),TEC,1998,-18.9
Europe & Central Asia (excluding high income),ECA,1998,26.7
European Union,EUU,1998,57.6
Finland,FIN,1998,54.6
Fragile and conflict affected situations,FCS,1998,-122.1
France,FRA,1998,52.2
Gabon,GAB,1998,-1158.6
Georgia,GEO,1998,59.6
Germany,DEU,1998,62.5
Ghana,GHA,1998,28.0
Greece,GRC,1998,81.4
Guatemala,GTM,1998,27.3
High income,HIC,1998,10.7
Honduras,HND,1998,42.9
"Hong Kong SAR, China",HKG,1998,144.3
Hungary,HUN,1998,55.0
IBRD only,IBD,1998,-24.5
IDA & IBRD total,IBT,1998,-25.6
IDA blend,IDB,1998,-57.5
IDA total,IDA,1998,-39.3
India,IND,1998,19.3
Indonesia,IDN,1998,-76.5
"Iran, Islamic Rep.",IRN,1998,-115.4
Iraq,IRQ,1998,-283.9
Ireland,IRL,1998,84.4
Israel,ISR,1998,105.6
Italy,ITA,1998,84.2
Jamaica,JAM,1998,94.5
Japan,JPN,1998,80.3
Jordan,JOR,1998,102.4
Kazakhstan,KAZ,1998,-64.1
Kenya,KEN,1998,24.2
"Korea, Dem. People's Rep.",PRK,1998,8.0
"Korea, Rep.",KOR,1998,89.4
Kuwait,KWT,1998,-597.3
Kyrgyz Republic,KGZ,1998,61.6
Late-demographic dividend,LTE,1998,-24.2
Latin America & Caribbean,LCN,1998,-43.2
Latin America & Caribbean (excluding high income),LAC,1998,-19.8
Latin America & the Caribbean (IDA & IBRD countries),TLA,1998,-44.2
Latvia,LVA,1998,61.3
Libya,LBY,1998,-429.5
Lithuania,LTU,1998,49.9
Low & middle income,LMY,1998,-17.6
Low income,LIC,1998,-41.6
Lower middle income,LMC,1998,-4.2
Luxembourg,LUX,1998,108.8
Madagascar,MDG,1998,16.4
Malaysia,MYS,1998,-73.6
