Municipality,Region,year,purchase_price_mean,purchase_price_median,sqm_price_mean,sqm_price_median,sqm_mean,no_rooms_mean,%_change_between_offer_and_purchase_mean,nom_interest_rate%_mean,dk_ann_infl_rate%_mean,yield_on_mortgage_credit_bonds%_mean,no_sales,income,population,affordability,sales_per_1000,urban_rural
Greve,Zealand Region,2020,3372322.581818182,3152500.0,24934.291,24233.0126953125,138.74156,4.511688311688312,-1.6402597,0.0,0.42,1.1,770,466533.0,50522.75,18.710497924324375,15.240658911084612,Urban
Greve,Zealand Region,2021,3966383.675862069,3600000.0,28753.287,27982.6611328125,140.62184,4.573563218390805,-0.8597701,0.0,1.85,1.47,870,484932.6666666667,50609.25,16.865294971898923,17.190533351116642,Urban
Greve,Zealand Region,2022,3926078.8681541584,3695000.0,29503.555,28695.65234375,134.43002,4.519269776876268,-2.158215,0.10943204,7.7,3.73,493,482075.3333333333,51131.25,16.33956766678908,9.641853074196307,Urban
Greve,Zealand Region,2023,3591018.712241654,3340000.0,27080.111,26050.419921875,134.66455,4.480127186009539,-3.6772654,2.8050873,3.31,4.79,629,506002.0,51588.75,18.685373926273787,12.192580746771341,Urban
Greve,Zealand Region,2024,3818598.400432901,3600000.0,29241.959,28648.0947265625,132.52814,4.541125541125541,-3.017316,3.5199132,1.13,4.34,462,518801.6666666667,52574.75,17.74168641255077,8.787488290481647,Urban
Gribskov,Capital Region,2008,1960387.3028846155,1600000.0,20946.514,18728.146484375,96.98558,3.9471153846153846,-4.4038463,4.045673,3.4199998,6.52,208,320581.6666666667,40607.0,15.304774181836018,5.122269559435566,Rural
Gribskov,Capital Region,2009,1659659.605263158,1308750.0,17428.605,16249.5,97.15414,3.951127819548872,-6.274436,1.8000001,1.3,5.5,266,316212.3333333333,40707.0,18.143295652941433,6.534502665389245,Rural
Gribskov,Capital Region,2010,1844734.6453488371,1347500.0,18072.424,15937.05712890625,101.32268,4.002906976744186,-4.502907,0.8059593,2.31,4.53,344,348475.3333333333,40758.5,19.282157907170248,8.43995730951826,Rural
Gribskov,Capital Region,2011,1789032.892086331,1450000.0,17148.834,15411.45849609375,105.66907,4.179856115107913,-6.172662,0.9739209,2.76,4.75,278,350857.6666666667,40651.75,20.459563995235285,6.838573985129791,Rural
Gribskov,Capital Region,2012,1484984.8653846155,1195000.0,16133.217,14631.52978515625,96.06319,3.9148351648351647,-5.510989,0.41826922,2.4,3.66,364,362704.3333333333,40657.25,22.481835664476172,8.952892780500402,Rural
Gribskov,Capital Region,2013,1626893.281690141,1275000.0,16949.133,14854.98779296875,102.16432,4.145539906103286,-5.3896713,0.0,0.79,3.48,426,368251.6666666667,40739.25,21.726873384418344,10.456746258215357,Rural
Gribskov,Capital Region,2014,1747206.5815324164,1340000.0,16764.95,15189.873046875,105.24951,4.147347740667977,-4.5206285,0.0,0.56,3.06,509,380720.3333333333,40867.75,22.70930323880079,12.4548084981434,Rural
Gribskov,Capital Region,2015,1740566.698245614,1401250.0,17401.059,15625.0,102.833336,4.068421052631579,-4.0894737,0.0,0.45,2.78,570,386051.0,40985.5,22.185488825708823,13.907357480084421,Rural
Gribskov,Capital Region,2016,1807729.069097889,1495000.0,18127.316,16575.0,105.00576,4.113243761996161,-3.1708252,0.0,0.25,2.55,521,391570.3333333333,41190.25,21.601120283517613,12.648624371058684,Rural
Gribskov,Capital Region,2017,1945949.148036254,1575000.0,19743.191,17772.7265625,102.37764,3.930513595166163,-3.0120845,0.0,1.15,2.26,331,400354.0,41235.0,20.27807966807392,8.027161392021341,Rural
Gribskov,Capital Region,2018,2052751.3585397652,1650000.0,20145.564,17857.142578125,106.48762,4.121251629726206,-3.4928293,0.0,0.81,2.12,767,408393.0,41251.25,20.27210556130372,18.593375958304293,Rural
Gribskov,Capital Region,2019,2131397.590184049,1755000.0,21720.006,19402.984375,102.40981,4.0184049079754605,-2.4417179,0.0,0.75999993,1.35,815,416524.3333333333,41202.75,19.17698979150067,19.780233115508064,Rural
Gribskov,Capital Region,2020,2567019.9748062016,2100000.0,25961.148,23554.078125,102.07946,3.98062015503876,-1.992248,0.0,0.42,1.1,1032,439708.6666666667,41094.25,16.937181154957656,25.113002427346892,Rural
Gribskov,Capital Region,2021,3012282.424498416,2595000.0,28816.465,26041.666015625,109.448784,4.096092925026399,-1.4413939,0.0,1.85,1.4700001,947,456989.3333333333,41112.5,15.858618790796626,23.034356947400425,Rural
Gribskov,Capital Region,2022,2786357.5270506106,2500000.0,29329.56,26984.126953125,100.65096,4.003490401396161,-3.4572425,0.10209423,7.7000003,3.73,573,456514.3333333333,41403.5,15.564990860187923,13.839409711739345,Rural
Gribskov,Capital Region,2023,2807745.292349727,2300000.0,29000.76,26019.2431640625,100.25273,3.9945355191256833,-3.3333333,2.8915982,3.31,4.79,732,472444.6666666667,41826.5,16.290768471814765,17.50086667543304,Rural
Gribskov,Capital Region,2024,2756607.385229541,2375000.0,31917.523,29761.904296875,91.73054,3.730538922155689,-3.9061875,3.4862275,1.13,4.34,501,481954.6666666667,41910.0,15.100002173309836,11.954187544738726,Rural
Guldborgsund,Zealand Region,2008,1323272.6009036144,1100000.0,12095.864,9936.0283203125,121.23644,4.296686746987952,-3.0722892,4.040663,3.42,6.5199995,664,260288.66666666663,63401.5,21.518815577512,10.472938337421038,Urban
Guldborgsund,Zealand Region,2009,1140700.5513833992,882943.0,9702.096,8766.66650390625,123.12648,4.25098814229249,-4.9189725,1.7980237,1.3,5.5,506,266619.3333333333,63052.0,27.48059113549622,8.025122121423587,Urban
Guldborgsund,Zealand Region,2010,1251182.6101426308,900000.0,11671.838,8757.9619140625,120.88431,4.163232963549921,-4.4706817,0.8042789,2.31,4.53,631,286823.0,62806.5,24.573935998769002,10.046730831999872,Urban
Guldborgsund,Zealand Region,2011,1107305.580392157,777500.0,9921.557,7507.861572265625,123.42549,4.26078431372549,-5.427451,0.95735294,2.76,4.75,510,281968.6666666667,62245.75,28.419800104627395,8.193330468345227,Urban
Guldborgsund,Zealand Region,2012,1245635.9498381878,780603.0,12678.968,8205.595703125,113.33819,4.038834951456311,-5.305825,0.46359223,2.4,3.6600003,618,293565.3333333333,61712.5,23.15372460387417,10.014178651002632,Urban
Guldborgsund,Zealand Region,2013,1222631.4828282828,788000.0,10782.0,8053.69140625,122.561615,4.35959595959596,-6.6747475,0.0,0.79,3.48,495,303367.3333333333,61191.0,28.136462004575524,8.08942491542874,Urban
Guldborgsund,Zealand Region,2014,1113154.690117253,745000.0,9252.018,6969.69677734375,125.88442,4.437185929648241,-6.289782,0.0,0.56,3.06,597,306502.6666666667,60917.75,33.12819610453273,9.800099314239281,Urban
Guldborgsund,Zealand Region,2015,1004926.1940085592,750000.0,8391.973,6914.8935546875,127.48217,4.523537803138374,-5.841655,0.0,0.45,2.78,701,313070.6666666667,60870.0,37.30596686460582,11.51634631181206,Urban
Guldborgsund,Zealand Region,2016,1142178.8507246375,800000.0,10378.126,7500.0,123.41159,4.259420289855073,-4.55942,0.0,0.25,2.55,690,315515.6666666667,61121.0,30.40198843863205,11.289082312134946,Urban
Guldborgsund,Zealand Region,2017,1160790.7090558766,875000.0,10516.776,8190.47607421875,125.63391,4.38728323699422,-3.5722544,0.0,1.15,2.26,519,322046.3333333333,61266.0,30.622153912314317,8.471256488101067,Urban
Guldborgsund,Zealand Region,2018,1172846.213691027,845000.0,10329.3125,8040.88037109375,123.84551,4.3413506012950975,-3.7511563,0.0,0.81,2.12,1081,328340.0,61102.25,31.787207522281857,17.691656199239798,Urban
Guldborgsund,Zealand Region,2019,1218422.6146938775,900000.0,10843.338,8840.0,120.46123,4.342040816326531,-3.6506124,0.0,0.76,1.35,1225,338835.3333333333,60858.0,31.248249693344736,20.128824476650564,Urban
Guldborgsund,Zealand Region,2020,1253129.6848086123,995000.0,11658.406,9981.4814453125,117.7195,4.269736842105263,-3.1447368,0.0,0.42,1.1,1672,356928.3333333333,60503.75,30.615534690877407,27.634650744788548,Urban
Guldborgsund,Zealand Region,2021,1406408.3152815013,1125000.0,12900.515,10600.0,121.856834,4.298659517426273,-1.7361931,0.0,1.85,1.47,1865,375970.0,60367.0,29.1437977476093,30.894362814120296,Urban
Guldborgsund,Zealand Region,2022,1461502.5629949605,1200000.0,13331.421,10357.142578125,120.56444,4.200143988480922,-2.8581715,0.13383728,7.7,3.7300003,1389,377170.0,60350.5,28.291807752526907,23.015550823936834,Urban
Guldborgsund,Zealand Region,2023,1435575.1021341465,1125000.0,13915.696,11085.9306640625,115.256096,4.154725609756097,-3.6981707,2.8896341,3.3099997,4.79,1312,388890.6666666667,60040.5,27.946188725786097,21.851916622946177,Urban
Guldborgsund,Zealand Region,2024,1526851.1458910434,1221000.0,13779.363,10914.6337890625,120.52816,4.328716528162512,-3.3896585,3.504432,1.13,4.34,1083,396069.6666666667,59582.75,28.74368478910576,18.176401727009917,Urban
Haderslev,Southern Denmark,2008,1508435.3789329685,1070000.0,11121.124,8285.7138671875,141.33789,4.786593707250342,-1.9548564,4.0482216,3.42,6.52,731,271780.0,56443.0,24.438177292151405,12.95111882784402,Urban
Haderslev,Southern Denmark,2009,1295021.368948247,1025000.0,10220.158,8119.658203125,137.42905,4.629382303839733,-3.863105,1.9903171,1.3,5.5,599,284829.0,56445.5,27.86933430970441,10.612006271536261,Urban
Haderslev,Southern Denmark,2010,1579372.811881188,1075000.0,13001.609,8076.9228515625,140.47667,4.643564356435643,-3.3281472,0.8069307,2.31,4.53,707,302811.6666666667,56303.25,23.290322502904576,12.557001594046525,Urban
Haderslev,Southern Denmark,2011,1521795.913897281,1150000.0,13396.439,8679.4873046875,138.60876,4.620845921450151,-3.68429,0.973565,2.76,4.75,662,304951.3333333333,56123.5,22.763611533881004,11.795415467673969,Urban
Haderslev,Southern Denmark,2012,1467588.1136712749,1050000.0,12347.757,8101.85205078125,137.22119,4.634408602150538,-4.6482334,0.45890936,2.4,3.6600003,651,309904.0,56212.75,25.097999580004693,11.581002530564685,Urban
Haderslev,Southern Denmark,2013,1471105.6342342342,900000.0,11612.299,7246.376953125,141.45766,4.713513513513513,-5.6576576,0.0,0.79,3.48,555,317030.3333333333,56034.25,27.301254758711714,9.904656527034804,Urban
Haderslev,Southern Denmark,2014,1397523.1809523809,975000.0,11552.219,7673.953369140625,138.06349,4.655555555555556,-4.868254,0.0,0.56,3.06,630,321750.3333333333,55912.25,27.85182079160145,11.267656014558527,Urban
Haderslev,Southern Denmark,2015,1370401.731543624,980000.0,11269.351,7608.69580078125,140.19865,4.748993288590604,-4.0966444,0.0,0.45,2.7800002,745,328290.3333333333,55964.5,29.13125461557931,13.31201029223883,Urban
Haderslev,Southern Denmark,2016,1446173.457333333,1015000.0,11134.639,7813.729248046875,144.32933,4.809333333333333,-4.544,0.0,0.25,2.55,750,331422.3333333333,56045.25,29.764982352219352,13.382043973396497,Urban
Haderslev,Southern Denmark,2017,1477741.569416499,1050000.0,12389.091,7897.72705078125,137.7183,4.625754527162978,-3.44668,0.0,1.15,2.26,497,343295.3333333333,56006.75,27.70948516992355,8.873930374463791,Urban
Haderslev,Southern Denmark,2018,1505140.6540642723,1054955.5,11529.936,7956.864501953125,143.02364,4.741020793950851,-3.395085,0.0,0.81,2.12,1058,350153.3333333333,55921.25,30.369061314246093,18.91946263719069,Urban
Haderslev,Southern Denmark,2019,1558080.1026894865,1025000.0,12088.992,8248.7314453125,136.61858,4.592502037489813,-3.0603096,0.0,0.76,1.35,1227,362098.3333333333,55798.75,29.952731653171192,21.989739913528528,Urban
Haderslev,Southern Denmark,2020,1464505.876821192,1125000.0,12247.445,8903.44140625,133.56226,4.552317880794702,-3.7006621,0.0,0.41999996,1.1,1510,377098.3333333333,55572.25,30.789959320767174,27.17183486362348,Urban
Haderslev,Southern Denmark,2021,1719012.4815426995,1240900.0,14083.561,9954.7509765625,136.41708,4.6,-2.5008264,0.0,1.85,1.47,1815,392382.6666666667,55367.25,27.861040731578235,32.78111157769259,Urban
Haderslev,Southern Denmark,2022,1609055.343350864,1200000.0,13189.372,9482.7587890625,136.53719,4.575507137490608,-3.2111194,0.13429752,7.7000003,3.73,1331,396005.3333333333,55404.25,30.0245783751746,24.02342780562863,Urban
Haderslev,Southern Denmark,2023,1630030.9350073854,1200000.0,13799.214,9701.28955078125,134.40178,4.573116691285081,-3.7171345,2.8026586,3.3099997,4.79,1354,407556.6666666667,55440.75,29.53477398543618,24.422469032255155,Urban
Haderslev,Southern Denmark,2024,1681094.161190965,1200000.0,13207.693,9443.7802734375,137.8152,4.666324435318275,-3.771047,3.525051,1.13,4.34,974,413902.3333333333,55361.0,31.337973507813466,17.59361283213815,Urban
Halsnæs,Capital Region,2008,1757139.808,1572500.0,17765.715,15885.41650390625,109.676,4.072,-5.064,4.044,3.42,6.52,250,292179.6666666667,30882.25,16.446265555124953,8.095265079455027,Rural
Halsnæs,Capital Region,2009,1459191.3766666667,1300000.0,15503.788,12960.67431640625,103.71667,3.9566666666666666,-6.4133334,1.8846668,1.3,5.5,300,289165.6666666667,31075.25,18.651291327426993,9.653985084593044,Rural
Halsnæs,Capital Region,2010,1385515.342948718,1212500.0,14747.601,13056.40869140625,101.339745,3.9455128205128207,-4.150641,0.806891,2.31,4.53,312,311398.6666666667,31081.5,21.1152082746656,10.038125573090102,Rural
Halsnæs,Capital Region,2011,1286737.25,1150000.0,13770.473,12015.712890625,103.295456,3.9318181818181817,-5.035714,1.0121753,2.76,4.75,308,314927.3333333333,31083.5,22.869754243977916,9.908794054723568,Rural
Halsnæs,Capital Region,2012,1362531.7020057307,1125000.0,14833.037,11875.0,102.126076,4.005730659025788,-5.183381,0.42979944,2.4,3.6600003,349,322641.3333333333,30896.0,21.75153566551026,11.295960642154323,Rural
Halsnæs,Capital Region,2013,1220198.4516129033,1098000.0,12638.532,11419.0478515625,103.42432,3.9751861042183623,-4.280397,0.0,0.78999996,3.4800003,403,331447.6666666667,30756.0,26.225171298902968,13.103134347769542,Rural
Halsnæs,Capital Region,2014,1260021.8125,1061250.0,13006.966,10704.365234375,106.23884,4.082589285714286,-3.9776785,0.0,0.56,3.06,448,338261.3333333333,30696.25,26.006167259400332,14.59461660626298,Rural
Halsnæs,Capital Region,2015,1361992.4305799648,1150000.0,14071.638,11777.77734375,106.128296,4.059753954305799,-3.1546574,0.0,0.45,2.78,569,345479.0,30849.0,24.55144170138544,18.44468216149632,Rural
Halsnæs,Capital Region,2016,1372812.7509505705,1200000.0,14068.312,12268.439453125,108.56084,4.0418250950570345,-2.4315588,0.0,0.25,2.55,526,350242.3333333333,31114.25,24.895832089403,16.905437219280554,Rural
Halsnæs,Capital Region,2017,1493617.489028213,1335000.0,15061.284,13267.9736328125,108.68965,4.175548589341693,-2.3730407,0.0,1.15,2.26,319,360698.3333333333,31243.0,23.94871070310694,10.210287104311366,Rural
Halsnæs,Capital Region,2018,1580502.583094556,1368500.0,15928.8955,14259.83154296875,110.48424,4.114613180515759,-1.8108883,0.0,0.81,2.12,698,368864.6666666667,31282.75,23.156951884496113,22.31261637803582,Rural
Halsnæs,Capital Region,2019,1703984.9847133758,1470000.0,17054.855,15217.3916015625,105.8535,3.989808917197452,-2.0726116,0.0,0.76,1.35,785,376558.3333333333,31359.5,22.07924566543271,25.032286866818666,Rural
Halsnæs,Capital Region,2020,1889219.814612868,1675000.0,19643.89,17031.25,104.485275,3.921483097055616,-1.0796074,0.0,0.42,1.1,917,395043.6666666667,31478.5,20.110256505542775,29.130994170624394,Rural
Halsnæs,Capital Region,2021,2263762.737777778,1995000.0,22273.941,18843.419921875,109.03889,4.04,-0.34888887,0.0,1.85,1.47,900,409246.6666666667,31443.25,18.37333890157412,28.62299539646824,Rural
Halsnæs,Capital Region,2022,2254133.3004354136,2000000.0,22699.24,19479.166015625,105.97968,4.029027576197388,-1.7822932,0.12924528,7.7,3.73,689,409178.6666666667,31495.5,18.026095440493457,21.876141036021018,Rural
Halsnæs,Capital Region,2023,2193902.2296587927,1962500.0,22492.01,18750.0,105.761154,4.086614173228346,-2.71916,2.9063647,3.31,4.79,762,427414.6666666667,31501.0,19.002955568073585,24.189708263229736,Rural
Halsnæs,Capital Region,2024,2281765.748490946,2050000.0,23441.84,20000.0,106.014084,4.0261569416499,-2.8812878,3.5164988,1.13,4.34,497,438877.6666666667,31601.5,18.721980299612433,15.727101561634733,Rural
Hedensted,Central Jutland,2008,1631715.8273615637,1317500.0,12997.713,11140.8447265625,137.11726,4.612377850162867,-2.0130293,4.038274,3.4200003,6.52,307,297722.0,45745.0,22.905721952777384,6.711115968958357,Urban
Hedensted,Central Jutland,2009,1668190.501901141,1415000.0,13069.191,10852.712890625,137.327,4.593155893536122,-3.4030418,1.7836502,1.3,5.5,263,306252.3333333333,45976.0,23.43315154957436,5.720375848268661,Urban
Hedensted,Central Jutland,2010,1639300.2402402402,1300000.0,14370.048,10000.0,134.64565,4.378378378378378,-2.957958,0.8025526,2.31,4.53,333,329208.3333333333,45977.75,22.90934124460359,7.2426336651967524,Urban
Hedensted,Central Jutland,2011,2332273.2682926827,1555000.0,21392.61,12964.5166015625,128.47386,4.146341463414634,-2.7770035,1.0078397,2.76,4.75,287,330878.3333333333,46054.0,15.466945516855274,6.231814826073739,Urban
Hedensted,Central Jutland,2012,1181897.5236220472,1000000.0,9320.714,8157.79052734375,136.1811,4.582677165354331,-4.0669293,0.38779527,2.4,3.66,254,341955.3333333333,45945.25,36.68767578678343,5.528319031891218,Urban
Hedensted,Central Jutland,2013,1277097.0,1000000.0,9609.158,8076.9228515625,146.04292,4.836909871244635,-4.502146,0.0,0.79,3.48,233,351741.0,45834.25,36.60476807645374,5.0835346929425045,Urban
Hedensted,Central Jutland,2014,1503709.1683848798,1100000.0,11978.683,9532.3740234375,136.8591,4.6048109965635735,-4.484536,0.0,0.56,3.06,291,360421.6666666667,45861.75,30.088588759437634,6.3451569118055895,Urban
Hedensted,Central Jutland,2015,1439863.9652173913,1150000.0,10683.668,9056.603515625,141.23479,4.576811594202899,-3.9507246,0.0,0.45,2.78,345,370074.6666666667,46207.75,34.63928930276256,7.466280007141659,Urban
Hedensted,Central Jutland,2016,1370138.003030303,1190000.0,10536.578,8731.25,141.88788,4.648484848484848,-4.3121214,0.0,0.25,2.55,330,371271.6666666667,46318.75,35.23645596005332,7.1245445958710025,Urban
Hedensted,Central Jutland,2017,1564041.902542373,1318828.0,12298.377,11148.06201171875,137.52966,4.487288135593221,-3.220339,0.0,1.15,2.26,236,382504.6666666667,46603.5,31.102044332082734,5.063997339255636,Urban
Hedensted,Central Jutland,2018,1502348.9298597197,1250000.0,11486.202,9651.8984375,143.42084,4.667334669338677,-3.1202404,0.0,0.81,2.1199996,499,396677.6666666667,46651.5,34.53514631439241,10.696333451228792,Urban
Hedensted,Central Jutland,2019,1659340.1884057971,1350000.0,12557.814,10277.77734375,142.31723,4.605475040257649,-2.8985507,0.0,0.76,1.35,621,406377.3333333333,46703.0,32.36051539968129,13.29679035607991,Urban
Hedensted,Central Jutland,2020,1658783.6539923954,1350000.0,13762.366,10975.609375,135.891,4.523447401774398,-2.7262356,0.0,0.42000002,1.1,789,424811.0,46719.25,30.86758483243361,16.88811357202866,Urban
Hedensted,Central Jutland,2021,1946820.2127016129,1600000.0,15518.338,12981.3779296875,137.5504,4.602822580645161,-2.0695565,0.0,1.85,1.47,992,442159.6666666667,46925.25,28.492720461860458,21.140004581755026,Urban
Hedensted,Central Jutland,2022,2034836.577746077,1650000.0,15736.266,12500.0,139.1726,4.646219686162625,-2.6690443,0.13537802,7.7,3.73,701,448243.6666666667,47366.25,28.48475404944646,14.799567202385665,Urban
Hedensted,Central Jutland,2023,2034595.8605504588,1545000.0,15353.944,12413.79296875,135.3266,4.521100917431193,-3.1761467,2.827523,3.31,4.79,545,455639.0,47641.0,29.675697657878654,11.43972628618207,Urban
Hedensted,Central Jutland,2024,1912896.9428571428,1630000.0,15452.866,13456.7900390625,131.83736,4.498901098901099,-3.5824175,3.5153847,1.13,4.34,455,465727.6666666667,47803.75,30.13859478666719,9.518081740449233,Urban
Helsingør,Capital Region,2008,2551727.682352941,2350000.0,24255.162,20268.091796875,112.23529,3.902941176470588,-3.9029412,4.0536766,3.42,6.52,340,314940.3333333333,60859.0,12.984466289416385,5.586683974432705,Urban
Helsingør,Capital Region,2009,2014323.151282051,1787500.0,17586.793,15985.9599609375,118.292305,4.305128205128205,-5.0615387,1.9607693,1.3,5.5,390,312683.0,61071.25,17.77942118270227,6.385983584747324,Urban
Helsingør,Capital Region,2010,2361875.110552764,1900000.0,20028.041,17517.30078125,123.987434,4.28391959798995,-3.7562814,0.8021357,2.31,4.53,398,344897.0,61274.25,17.220705709559912,6.495387540443171,Urban
Helsingør,Capital Region,2011,2257939.5592286503,1725000.0,18761.715,15625.0,122.03306,4.203856749311295,-5.2258954,0.9958678,2.76,4.75,363,354027.0,61360.5,18.86965024252847,5.915857921627105,Urban
Helsingør,Capital Region,2012,1995137.869017632,1651400.0,16773.363,14743.58984375,123.84887,4.226700251889169,-5.183879,0.4200252,2.4,3.66,397,364013.3333333333,61601.5,21.70186940647104,6.444648263435143,Urban
Helsingør,Capital Region,2013,1950956.0300925928,1600000.0,17658.72,14798.6484375,116.68519,4.085648148148148,-4.6041665,0.0,0.79,3.48,432,379183.6666666667,61572.25,21.47288516192944,7.016147696405443,Urban
Helsingør,Capital Region,2014,2238587.566666667,1795000.0,19456.152,16513.0537109375,121.47593,4.25,-3.6648147,0.0,0.56,3.06,540,388045.0,61593.75,19.94459130459096,8.767123287671232,Urban
Helsingør,Capital Region,2015,2299784.195862069,1950000.0,19854.693,17000.0,121.16138,4.092413793103448,-3.0068965,0.0,0.45,2.78,725,399633.3333333333,61867.25,20.12790292619147,11.718639506362413,Urban
Helsingør,Capital Region,2016,2354281.4812680115,1995000.0,20366.947,17998.5615234375,118.04179,4.061959654178675,-3.1945245,0.0,0.25,2.55,694,404019.3333333333,62319.0,19.83701009941909,11.136250581684559,Urban
Helsingør,Capital Region,2017,2522186.075242718,2285000.0,21763.979,19658.4697265625,121.81311,4.211165048543689,-2.6553397,0.0,1.15,2.26,412,414194.6666666667,62567.5,19.031201356455394,6.584888320613738,Urban
Helsingør,Capital Region,2018,2683180.536157025,2275000.0,22673.166,20195.23828125,121.40392,4.151859504132231,-2.5960743,0.0,0.81,2.12,968,424092.3333333333,62666.75,18.704592615487986,15.44678796969685,Urban
Helsingør,Capital Region,2019,2741888.9454209064,2395000.0,22990.305,21495.326171875,124.35708,4.20259019426457,-2.2488437,0.0,0.76,1.35,1081,438119.6666666667,62637.5,19.056713978638676,17.25803232887647,Urban
Helsingør,Capital Region,2020,3049938.878066378,2630000.0,25974.66,23223.2900390625,122.19625,4.1731601731601735,-2.2316017,0.0,0.42,1.1,1386,460255.6666666667,62881.0,17.719410635853045,22.041634197929422,Urban
Helsingør,Capital Region,2021,3401586.9326465926,2927500.0,28641.857,26261.36328125,121.27813,4.136291600633914,-1.415214,0.0,1.8499999,1.47,1262,486562.0,63079.5,16.987795169845306,20.006499734462068,Urban
Helsingør,Capital Region,2022,3383837.9866989115,2900000.0,30181.78,27619.046875,112.68077,3.9189842805320434,-2.7049577,0.121825874,7.7,3.73,827,477365.0,63121.0,15.816330249574413,13.101820313366392,Urban
Helsingør,Capital Region,2023,3290812.5564334085,2848750.0,29098.03,26031.498046875,115.205414,3.981941309255079,-3.527088,2.8571105,3.31,4.79,886,497936.3333333333,63585.25,17.112372670360617,13.9340491702085,Urban
Helsingør,Capital Region,2024,3233799.083815029,2850000.0,29039.674,26686.1787109375,112.92197,3.992774566473989,-3.450867,3.5194364,1.13,4.34,692,515631.0,63940.75,17.75608775773447,10.822519285432216,Urban
Herlev,Capital Region,2008,2555754.1375,2605000.0,19646.895,20295.3037109375,136.7625,4.6375,-4.8375,4.040625,3.42,6.5199995,80,302558.0,26606.5,15.399787091039068,3.00678405652754,Rural
Herlev,Capital Region,2009,2193070.682352941,2150000.0,17354.559,17338.708984375,131.11765,4.658823529411765,-6.882353,1.7223529,1.3,5.5,85,306988.0,26603.5,17.68918472661852,3.195068318078448,Rural
Herlev,Capital Region,2010,2421311.7021276597,2497500.0,18197.936,19261.740234375,137.2766,4.595744680851064,-3.393617,0.79521275,2.31,4.53,94,330349.6666666667,26636.75,18.15313927176503,3.528959050935268,Rural
Herlev,Capital Region,2011,2349786.1549295774,2400000.0,18776.537,19587.62890625,130.0845,4.436619718309859,-4.0,1.0035211,2.76,4.75,71,336797.3333333333,26580.5,17.937137893602706,2.6711310923421308,Rural
Herlev,Capital Region,2012,2396460.594059406,2430000.0,18877.992,19672.130859375,130.69307,4.445544554455446,-6.356436,0.42079207,2.4,3.66,101,343826.3333333333,26696.0,18.2130776055702,3.7833383278393766,Rural
Herlev,Capital Region,2013,2312610.072072072,2300000.0,18076.592,18787.87890625,131.97298,4.4774774774774775,-4.792793,0.0,0.79,3.48,111,353603.6666666667,27109.5,19.561412165892037,4.094505616112433,Rural
Herlev,Capital Region,2014,2443861.888157895,2412500.0,19316.555,19592.0419921875,130.60527,4.381578947368421,-4.2894735,0.0,0.56,3.06,152,358294.3333333333,27897.75,18.548562791519156,5.448468066421127,Rural
Herlev,Capital Region,2015,2835020.121546962,2850000.0,22321.848,23282.443359375,131.64088,4.54696132596685,-2.6740332,0.0,0.45,2.78,181,366347.0,28205.75,16.412037211255985,6.4171312586972515,Rural
Herlev,Capital Region,2016,2857798.364864865,2882500.0,22329.186,23982.001953125,131.34459,4.554054054054054,-2.858108,0.0,0.25,2.55,148,373297.0,28426.5,16.717895582937953,5.206409512250892,Rural
Herlev,Capital Region,2017,3052870.2978723403,3012599.5,24040.002,25713.37109375,133.39362,4.468085106382978,-2.06383,0.0,1.15,2.26,94,379320.6666666667,28482.5,15.778728581913873,3.3002720969016064,Rural
Herlev,Capital Region,2018,3032538.770491803,3100000.0,24611.166,25700.935546875,131.27322,4.4316939890710385,-2.431694,0.0,0.81,2.12,183,392364.6666666667,28595.5,15.942546836938432,6.39960832998199,Rural
Herlev,Capital Region,2019,3326861.0142180095,3210000.0,27217.838,28769.009765625,126.51659,4.3364928909952605,-2.4218009,0.0,0.76,1.35,211,401393.0,28900.25,14.747424097387897,7.300974905061375,Rural
Herlev,Capital Region,2020,3671034.086363637,3565000.0,28691.52,28898.0703125,132.51819,4.536363636363636,-2.8136363,0.0,0.42,1.1,220,427799.3333333333,28932.5,14.910305669875047,7.603905642443618,Rural
Herlev,Capital Region,2021,4196726.666666667,4172500.0,33223.883,33731.060546875,130.73643,4.503875968992248,-1.4147286,0.0,1.85,1.47,258,439882.6666666667,28866.0,13.23995351978174,8.93785075867803,Rural
Herlev,Capital Region,2022,4034038.709677419,4000000.0,34410.824,34950.0,119.535484,4.167741935483871,-3.1032257,0.10903226,7.7,3.7300003,155,438917.6666666667,28891.25,12.755221050988686,5.364946134210184,Rural
Herlev,Capital Region,2023,4044958.379888268,3850000.0,32332.34,32061.068359375,124.28492,4.329608938547486,-3.301676,2.8405027,3.31,4.79,179,463303.6666666667,29349.5,14.329419604849717,6.098911395424113,Rural
Herlev,Capital Region,2024,4137539.41509434,4000000.0,34875.117,33695.65234375,119.54717,4.176100628930818,-2.9056604,3.5418236,1.13,4.34,159,485942.6666666667,30117.0,13.93379315879189,5.27941029983066,Rural
Herning,Central Jutland,2008,1617492.3628246754,1300000.0,12539.074,10311.40185546875,139.30925,4.6314935064935066,-1.8116883,4.04444,3.4199998,6.52,1232,284710.6666666667,84597.25,22.70587657961558,14.563121141644675,Urban
Herning,Central Jutland,2009,1592404.4302325582,1262500.0,12637.5625,10364.88330078125,137.21141,4.618393234672304,-3.6765327,1.8945031,1.3,5.5,946,291192.3333333333,85298.25,23.041811530770534,11.090497167292412,Urban
